tournament                     , tier, round         , start_date, host_country        , player_a                           , player_a_nat        , player_b                      , player_b_nat        , player_a_won, same_nationality, h2h_win_rate_a_vs_b, player_a_is_home, player_a_matches_last_14_days, player_a_days_since_last_match, player_a_recent_win_rate, player_b_is_home, player_b_matches_last_14_days, player_b_days_since_last_match, player_b_recent_win_rate
Taipei Open 2022               ,  300, Second round  , 2022-07-19, Taiwan              , Mithun Manjunath                   , India               , Kodai Naraoka                 , Japan               ,            0,                0,              0.5   ,                0,                             2,                              7,                   0.7273,                0,                             5,                              7,                   0.75
Taipei Open 2022               ,  300, Second round  , 2022-07-19, Taiwan              , Max Weißkirchen                    , Germany             , Khosit Phetpradab             , Thailand            ,            0,                0,              0.5   ,                0,                             0,                            112,                   0.25  ,                0,                             1,                              7,                   0.0
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Lucas Claerbout                    , France              , Khosit Phetpradab             , Thailand            ,            0,                0,              0.5   ,                0,                             0,                             98,                   0.5714,                0,                             1,                              7,                   0.0
Taipei Open 2022               ,  300, Quarter-finals, 2022-07-19, Taiwan              , Khosit Phetpradab                  , Thailand            , Kodai Naraoka                 , Japan               ,            0,                0,              0.5   ,                0,                             1,                              7,                   0.0   ,                0,                             5,                              7,                   0.75
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Kim Bruun                          , Denmark             , Mithun Manjunath              , India               ,            0,                0,              0.5   ,                0,                             0,                            105,                   0.0   ,                0,                             2,                              7,                   0.7273
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Ikhsan Rumbay                      , Indonesia           , Wang Tzu-wei                  , Chinese Taipei      ,            0,                0,              0.5   ,                0,                             0,                            112,                   0.5   ,                0,                             3,                              7,                   0.5
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Max Weißkirchen                    , Germany             , Danylo Bosniuk                , Ukraine             ,            1,                0,              0.5   ,                0,                             0,                            112,                   0.25  ,                0,                             0,                            112,                   0.0
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Chirag Sen                         , India               , Lin Chun-yi                   , Chinese Taipei      ,            0,                0,              0.5   ,                0,                             0,                             98,                   0.5   ,                0,                             2,                              7,                   0.5
Taipei Open 2022               ,  300, Second round  , 2022-07-19, Taiwan              , Lin Chun-yi                        , Chinese Taipei      , Adulrach Namkul               , Thailand            ,            1,                0,              0.5   ,                0,                             2,                              7,                   0.5   ,                0,                             0,                            182,                   0.5
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Adulrach Namkul                    , Thailand            , Misha Zilberman               , Israel              ,            1,                0,              0.5   ,                0,                             0,                            182,                   0.5   ,                0,                             1,                              7,                   0.4286
Taipei Open 2022               ,  300, Quarter-finals, 2022-07-19, Taiwan              , Lin Chun-yi                        , Chinese Taipei      , Wang Tzu-wei                  , Chinese Taipei      ,            1,                1,              0.5   ,                0,                             2,                              7,                   0.5   ,                0,                             3,                              7,                   0.5
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Subhankar Dey                      , India               , Leong Jun Hao                 , Malaysia            ,            0,                0,              0.5   ,                0,                             0,                            112,                   0.6   ,                0,                             1,                             14,                   0.0
Taipei Open 2022               ,  300, Second round  , 2022-07-19, Taiwan              , Leong Jun Hao                      , Malaysia            , Wang Tzu-wei                  , Chinese Taipei      ,            0,                0,              0.5   ,                0,                             1,                             14,                   0.0   ,                0,                             3,                              7,                   0.5
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Ygor Coelho                        , Brazil              , Kodai Naraoka                 , Japan               ,            0,                0,              0.0   ,                0,                             1,                              7,                   0.3333,                0,                             5,                              7,                   0.75
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Cheam June Wei                     , Malaysia            , Soong Joo Ven                 , Malaysia            ,            0,                1,              0.5   ,                0,                             0,                             98,                   0.4   ,                0,                             1,                             14,                   0.4286
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Yeoh Seng Zoe                      , Malaysia            , Chen Chi-ting                 , Chinese Taipei      ,            0,                0,              0.5   ,                0,                             0,                            112,                   0.0   ,                0,                             0,                            100,                   0.5
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Koki Watanabe                      , Japan               , Lin Yu-hsien                  , Chinese Taipei      ,            1,                0,              0.5   ,                0,                             3,                              7,                   0.2857,                0,                             0,                            100,                   0.5
Taipei Open 2022               ,  300, Semi-finals   , 2022-07-19, Taiwan              , Chou Tien-chen                     , Chinese Taipei      , Soong Joo Ven                 , Malaysia            ,            1,                0,              1.0   ,                0,                             5,                              7,                   0.6316,                0,                             1,                             14,                   0.4286
Taipei Open 2022               ,  300, Final         , 2022-07-19, Taiwan              , Chou Tien-chen                     , Chinese Taipei      , Kodai Naraoka                 , Japan               ,            1,                0,              0.5   ,                0,                             5,                              7,                   0.6316,                0,                             5,                              7,                   0.75
Taipei Open 2022               ,  300, Semi-finals   , 2022-07-19, Taiwan              , Kodai Naraoka                      , Japan               , Lin Chun-yi                   , Chinese Taipei      ,            1,                0,              0.5   ,                0,                             5,                              7,                   0.75  ,                0,                             2,                              7,                   0.5
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Chou Tien-chen                     , Chinese Taipei      , Lu Chia-hung                  , Chinese Taipei      ,            1,                1,              0.5   ,                0,                             5,                              7,                   0.6316,                0,                             0,                            100,                   0.5
Taipei Open 2022               ,  300, Second round  , 2022-07-19, Taiwan              , Chou Tien-chen                     , Chinese Taipei      , Kiran George                  , India               ,            1,                0,              0.5   ,                0,                             5,                              7,                   0.6316,                0,                             0,                             98,                   0.6667
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Kiran George                       , India               , Ade Resky Dwicahyo            , Azerbaijan          ,            1,                0,              0.5   ,                0,                             0,                             98,                   0.6667,                0,                             0,                             63,                   0.5
Taipei Open 2022               ,  300, Second round  , 2022-07-19, Taiwan              , Koki Watanabe                      , Japan               , Soong Joo Ven                 , Malaysia            ,            0,                0,              0.5   ,                0,                             3,                              7,                   0.2857,                0,                             1,                             14,                   0.4286
Taipei Open 2022               ,  300, Second round  , 2022-07-19, Taiwan              , Chen Chi-ting                      , Chinese Taipei      , Priyanshu Rajawat             , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            112,                   0.5714
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Yu Sheng-po                        , Chinese Taipei      , Priyanshu Rajawat             , India               ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            112,                   0.5714
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Parupalli Kashyap                  , India               , Chi Yu-jen                    , Chinese Taipei      ,            1,                0,              0.5   ,                0,                             3,                              7,                   0.4   ,                0,                             0,                            100,                   0.5
Taipei Open 2022               ,  300, Second round  , 2022-07-19, Taiwan              , Parupalli Kashyap                  , India               , Lee Chia-hao                  , Chinese Taipei      ,            1,                0,              0.5   ,                0,                             3,                              7,                   0.4   ,                0,                             0,                            112,                   0.5
Taipei Open 2022               ,  300, First round   , 2022-07-19, Taiwan              , Luka Wraber                        , Austria             , Lee Chia-hao                  , Chinese Taipei      ,            0,                0,              0.5   ,                0,                             0,                             98,                   0.0   ,                0,                             0,                            112,                   0.5
Taipei Open 2022               ,  300, Quarter-finals, 2022-07-19, Taiwan              , Parupalli Kashyap                  , India               , Soong Joo Ven                 , Malaysia            ,            0,                0,              0.5   ,                0,                             3,                              7,                   0.4   ,                0,                             1,                             14,                   0.4286
Taipei Open 2022               ,  300, Quarter-finals, 2022-07-19, Taiwan              , Chou Tien-chen                     , Chinese Taipei      , Chen Chi-ting                 , Chinese Taipei      ,            1,                1,              0.5   ,                0,                             5,                              7,                   0.6316,                0,                             0,                            100,                   0.5
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Wang Tzu-wei                       , Chinese Taipei      , Kanta Tsuneyama               , Japan               ,            0,                0,              0.5   ,                0,                             0,                             42,                   0.5385,                1,                             0,                             56,                   0.5
Japan Open 2022                ,  750, Second round  , 2022-08-30, Japan               , Kanta Tsuneyama                    , Japan               , Srikanth Kidambi              , India               ,            1,                0,              0.5   ,                1,                             0,                             56,                   0.5   ,                0,                             0,                             49,                   0.5882
Japan Open 2022                ,  750, Quarter-finals, 2022-08-30, Japan               , Kanta Tsuneyama                    , Japan               , Anders Antonsen               , Denmark             ,            0,                0,              0.0   ,                1,                             0,                             56,                   0.5   ,                0,                             0,                             84,                   0.4286
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Kodai Naraoka                      , Japan               , Liew Daren                    , Malaysia            ,            1,                0,              0.5   ,                1,                             0,                             42,                   0.7619,                0,                             0,                             56,                   0.3636
Japan Open 2022                ,  750, Second round  , 2022-08-30, Japan               , Kodai Naraoka                      , Japan               , Anders Antonsen               , Denmark             ,            0,                0,              0.5   ,                1,                             0,                             42,                   0.7619,                0,                             0,                             84,                   0.4286
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Toma Junior Popov                  , France              , Anders Antonsen               , Denmark             ,            0,                0,              0.5   ,                0,                             0,                             77,                   0.625 ,                0,                             0,                             84,                   0.4286
Japan Open 2022                ,  750, Quarter-finals, 2022-08-30, Japan               , Kenta Nishimoto                    , Japan               , Chico Aura Dwi Wardoyo        , Indonesia           ,            1,                0,              0.5   ,                1,                             0,                             56,                   0.3333,                0,                             0,                             49,                   0.5455
Japan Open 2022                ,  750, Second round  , 2022-08-30, Japan               , Kenta Nishimoto                    , Japan               , Jonatan Christie              , Indonesia           ,            1,                0,              0.0   ,                1,                             0,                             56,                   0.3333,                0,                             0,                             49,                   0.68
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Mark Caljouw                       , Netherlands         , Jonatan Christie              , Indonesia           ,            0,                0,              0.5   ,                0,                             0,                             56,                   0.3333,                0,                             0,                             49,                   0.68
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Rasmus Gemke                       , Denmark             , Nhat Nguyen                   , Republic of Ireland ,            1,                0,              0.5   ,                0,                             0,                             63,                   0.4286,                0,                             0,                             49,                   0.3846
Japan Open 2022                ,  750, Second round  , 2022-08-30, Japan               , Rasmus Gemke                       , Denmark             , Chico Aura Dwi Wardoyo        , Indonesia           ,            0,                0,              0.5   ,                0,                             0,                             63,                   0.4286,                0,                             0,                             49,                   0.5455
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Chico Aura Dwi Wardoyo             , Indonesia           , Kento Momota                  , Japan               ,            1,                0,              0.5   ,                0,                             0,                             49,                   0.5455,                1,                             0,                             56,                   0.5385
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Prannoy H. S.                      , India               , Ng Ka Long                    , Hong Kong           ,            1,                0,              0.5   ,                0,                             0,                             49,                   0.6667,                0,                             0,                             49,                   0.5625
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Kenta Nishimoto                    , Japan               , Lakshya Sen                   , India               ,            1,                0,              0.5   ,                1,                             0,                             56,                   0.3333,                0,                             0,                             77,                   0.6875
Japan Open 2022                ,  750, Second round  , 2022-08-30, Japan               , Loh Kean Yew                       , Singapore           , Prannoy H. S.                 , India               ,            0,                0,              0.5   ,                0,                             0,                             49,                   0.5714,                0,                             0,                             49,                   0.6667
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Srikanth Kidambi                   , India               , Lee Zii Jia                   , Malaysia            ,            1,                0,              0.0   ,                0,                             0,                             49,                   0.5882,                0,                             0,                             63,                   0.7727
Japan Open 2022                ,  750, Quarter-finals, 2022-08-30, Japan               , Chou Tien-chen                     , Chinese Taipei      , Prannoy H. S.                 , India               ,            1,                0,              0.0   ,                0,                             0,                             42,                   0.7083,                0,                             0,                             49,                   0.6667
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Loh Kean Yew                       , Singapore           , Zhao Junpeng                  , China               ,            1,                0,              0.5   ,                0,                             0,                             49,                   0.5714,                0,                             0,                             49,                   0.5714
Japan Open 2022                ,  750, Semi-finals   , 2022-08-30, Japan               , Shi Yuqi                           , China               , Chou Tien-chen                , Chinese Taipei      ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             42,                   0.7083
Japan Open 2022                ,  750, Final         , 2022-08-30, Japan               , Chou Tien-chen                     , Chinese Taipei      , Kenta Nishimoto               , Japan               ,            0,                0,              0.5   ,                0,                             0,                             42,                   0.7083,                1,                             0,                             56,                   0.3333
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Brice Leverdez                     , France              , Heo Kwang-hee                 , South Korea         ,            1,                0,              0.5   ,                0,                             0,                             49,                   0.1111,                0,                             0,                             56,                   0.3077
Japan Open 2022                ,  750, Second round  , 2022-08-30, Japan               , Brice Leverdez                     , France              , Shi Yuqi                      , China               ,            0,                0,              0.5   ,                0,                             0,                             49,                   0.1111,                0,                             0,                            100,                   0.5
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Hans-Kristian Vittinghus           , Denmark             , Shi Yuqi                      , China               ,            0,                0,              0.5   ,                0,                             0,                             49,                   0.25  ,                0,                             0,                            100,                   0.5
Japan Open 2022                ,  750, Quarter-finals, 2022-08-30, Japan               , Shi Yuqi                           , China               , Kantaphon Wangcharoen         , Thailand            ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             49,                   0.25
Japan Open 2022                ,  750, Semi-finals   , 2022-08-30, Japan               , Anders Antonsen                    , Denmark             , Kenta Nishimoto               , Japan               ,            0,                0,              1.0   ,                0,                             0,                             84,                   0.4286,                1,                             0,                             56,                   0.3333
Japan Open 2022                ,  750, Second round  , 2022-08-30, Japan               , Kunlavut Vitidsarn                 , Thailand            , Kantaphon Wangcharoen         , Thailand            ,            0,                1,              0.5   ,                0,                             0,                             56,                   0.6471,                0,                             0,                             49,                   0.25
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Kantaphon Wangcharoen              , Thailand            , Li Shifeng                    , China               ,            1,                0,              0.5   ,                0,                             0,                             49,                   0.25  ,                0,                             0,                             49,                   0.6
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Chou Tien-chen                     , Chinese Taipei      , Lee Cheuk Yiu                 , Hong Kong           ,            1,                0,              0.5   ,                0,                             0,                             42,                   0.7083,                0,                             0,                             49,                   0.4286
Japan Open 2022                ,  750, Second round  , 2022-08-30, Japan               , Chou Tien-chen                     , Chinese Taipei      , Lu Guangzu                    , China               ,            1,                0,              1.0   ,                0,                             0,                             42,                   0.7083,                0,                             0,                             49,                   0.5909
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Lu Guangzu                         , China               , Sitthikom Thammasin           , Thailand            ,            1,                0,              0.0   ,                0,                             0,                             49,                   0.5909,                0,                             0,                             49,                   0.4286
Japan Open 2022                ,  750, First round   , 2022-08-30, Japan               , Anthony Sinisuka Ginting           , Indonesia           , Kunlavut Vitidsarn            , Thailand            ,            0,                0,              0.5   ,                0,                             0,                             49,                   0.7143,                0,                             0,                             56,                   0.6471
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Chan Yin Chak                      , Hong Kong           , Nguyễn Đình Hoàng             , Vietnam             ,            1,                0,              0.5   ,                0,                             0,                            182,                   0.5   ,                1,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Kok Jing Hong                      , Malaysia            , Meiraba Luwang Maisnam        , India               ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            182,                   0.5
Vietnam Open 2022              ,  100, Third round   , 2022-09-27, Vietnam             , Meiraba Luwang Maisnam             , India               , Chi Yu-jen                    , Chinese Taipei      ,            0,                0,              0.5   ,                0,                             0,                            182,                   0.5   ,                0,                             0,                             70,                   0.0
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Chi Yu-jen                         , Chinese Taipei      , Nguyễn Thu Thảo               , Vietnam             ,            1,                0,              0.5   ,                0,                             0,                             70,                   0.0   ,                1,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Chi Yu-jen                         , Chinese Taipei      , Mithun Manjunath              , India               ,            1,                0,              0.5   ,                0,                             0,                             70,                   0.0   ,                0,                             0,                             70,                   0.5
Vietnam Open 2022              ,  100, Quarter-finals, 2022-09-27, Vietnam             , Chi Yu-jen                         , Chinese Taipei      , Kodai Naraoka                 , Japan               ,            0,                0,              0.5   ,                0,                             0,                             70,                   0.0   ,                0,                             0,                             28,                   0.7391
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Harshit Aggarwal                   , India               , Nguyễn Văn Mai                , Vietnam             ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                1,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Harshit Aggarwal                   , India               , Batdavaa Munkhbat             , Mongolia            ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Third round   , 2022-09-27, Vietnam             , Harshit Aggarwal                   , India               , Kodai Naraoka                 , Japan               ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             28,                   0.7391
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Chan Yin Chak                      , Hong Kong           , Kodai Naraoka                 , Japan               ,            0,                0,              0.5   ,                0,                             0,                            182,                   0.5   ,                0,                             0,                             28,                   0.7391
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Ong Ken Yon                        , Malaysia            , Aman Farogh Sanjay            , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Korakit Laotrakul                  , Thailand            , Nguyễn Hải Đăng               , Vietnam             ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                1,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Third round   , 2022-09-27, Vietnam             , Nguyễn Hải Đăng                    , Vietnam             , Weng Hongyang                 , China               ,            0,                0,              0.5   ,                1,                             0,                            100,                   0.5   ,                0,                             0,                             77,                   0.6667
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Aidil Sholeh                       , Malaysia            , Lê Đức Phát                   , Vietnam             ,            1,                0,              0.5   ,                0,                             0,                            182,                   0.5   ,                1,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Aidil Sholeh                       , Malaysia            , Weng Hongyang                 , China               ,            0,                0,              0.5   ,                0,                             0,                            182,                   0.5   ,                0,                             0,                             77,                   0.6667
Vietnam Open 2022              ,  100, Quarter-finals, 2022-09-27, Vietnam             , Weng Hongyang                      , China               , Ong Ken Yon                   , Malaysia            ,            1,                0,              0.5   ,                0,                             0,                             77,                   0.6667,                0,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Lim Chong King                     , Malaysia            , Ong Ken Yon                   , Malaysia            ,            0,                1,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Third round   , 2022-09-27, Vietnam             , Ong Ken Yon                        , Malaysia            , Rithvik Sanjeevi              , India               ,            1,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                            245,                   0.5
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Rithvik Sanjeevi                   , India               , Bùi Thành Đạt                 , Vietnam             ,            1,                0,              0.5   ,                0,                             0,                            245,                   0.5   ,                1,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Rithvik Sanjeevi                   , India               , B. Sai Praneeth               , India               ,            1,                1,              0.5   ,                0,                             0,                            245,                   0.5   ,                0,                             0,                             84,                   0.2
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Naren Shankar Iyer                 , India               , Kok Jing Hong                 , Malaysia            ,            0,                0,              0.5   ,                0,                             0,                            245,                   0.5   ,                0,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Phan Phúc Thịnh                    , Vietnam             , Korakit Laotrakul             , Thailand            ,            0,                0,              0.5   ,                1,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Abhyansh Singh                     , India               , Cheam June Wei                , Malaysia            ,            0,                0,              0.5   ,                0,                             0,                            245,                   0.5   ,                0,                             0,                             70,                   0.25
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Leong Jun Hao                      , Malaysia            , Cheam June Wei                , Malaysia            ,            0,                1,              0.5   ,                0,                             0,                             70,                   0.3333,                0,                             0,                             70,                   0.25
Vietnam Open 2022              ,  100, Third round   , 2022-09-27, Vietnam             , Kiran Kumar Mekala                 , India               , Cheam June Wei                , Malaysia            ,            0,                0,              0.5   ,                0,                             0,                            245,                   0.5   ,                0,                             0,                             70,                   0.25
Vietnam Open 2022              ,  100, Semi-finals   , 2022-09-27, Vietnam             , Sun Feixiang                       , China               , Cheam June Wei                , Malaysia            ,            1,                0,              0.5   ,                0,                             0,                             84,                   0.0   ,                0,                             0,                             70,                   0.25
Vietnam Open 2022              ,  100, Final         , 2022-09-27, Vietnam             , Sun Feixiang                       , China               , Kodai Naraoka                 , Japan               ,            0,                0,              0.5   ,                0,                             0,                             84,                   0.0   ,                0,                             0,                             28,                   0.7391
Vietnam Open 2022              ,  100, Semi-finals   , 2022-09-27, Vietnam             , Kodai Naraoka                      , Japan               , Weng Hongyang                 , China               ,            1,                0,              1.0   ,                0,                             0,                             28,                   0.7391,                0,                             0,                             77,                   0.6667
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Kanta Tsuneyama                    , Japan               , Trần Lê Mạnh An               , Vietnam             ,            0,                0,              0.5   ,                0,                             0,                             28,                   0.5714,                1,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Third round   , 2022-09-27, Vietnam             , Trần Lê Mạnh An                    , Vietnam             , Lee Shun Yang                 , Malaysia            ,            0,                0,              0.5   ,                1,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Priyanshu Rajawat                  , India               , Lee Shun Yang                 , Malaysia            ,            0,                0,              0.5   ,                0,                             0,                             70,                   0.5   ,                0,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Nguyễn Tiến Tuấn                   , Vietnam             , Lee Shun Yang                 , Malaysia            ,            0,                0,              0.5   ,                1,                             0,                            100,                   0.5   ,                0,                             0,                            100,                   0.5
Vietnam Open 2022              ,  100, Quarter-finals, 2022-09-27, Vietnam             , Lee Shun Yang                      , Malaysia            , Sun Feixiang                  , China               ,            0,                0,              0.5   ,                0,                             0,                            100,                   0.5   ,                0,                             0,                             84,                   0.0
Vietnam Open 2022              ,  100, Second round  , 2022-09-27, Vietnam             , Soong Joo Ven                      , Malaysia            , Jason Teh                     , Singapore           ,            0,                0,              1.0   ,                0,                             0,                             70,                   0.5455,                0,                             0,                             77,                   0.0
Vietnam Open 2022              ,  100, First round   , 2022-09-27, Vietnam             , Trần Quốc Khánh                    , Vietnam             , Jason Teh                     , Singapore           ,            0,                0,              0.5   ,                1,                             0,                            100,                   0.5   ,                0,                             0,                             77,                   0.0
